,lat,lon,MWS,CPSL,shum,ciz,vvr,vor,Rp
925,12.2,-62.5,55.5,1009,3869.29,12.79,-0.11,208.91,792.35
926,12.5,-64.2,55.5,1008,3974.12,11.87,-0.18,228.5,674.04
927,13.0,-65.9,64.75,1007,3807.45,12.56,-0.16,236.39,726.7
928,13.6,-67.3,74.0,1005,3825.39,13.94,-0.22,224.68,799.2
929,14.3,-68.5,83.25,1000,3835.57,12.88,-0.11,252.94,928.47
930,14.7,-69.7,92.5,995,3742.03,12.69,-0.14,219.62,858.57
931,15.1,-70.9,101.7,991,3870.51,14.37,-0.25,248.17,789.06
932,15.6,-71.9,111.0,989,4106.38,13.79,-0.27,298.91,813.66
933,16.2,-73.0,129.5,982,3999.57,14.02,-0.12,287.21,942.0
934,16.7,-74.1,148.0,972,3950.35,15.62,-0.24,307.89,749.11
935,17.6,-74.9,166.5,967,3958.41,16.53,-0.29,305.11,578.26
936,18.5,-76.1,185.0,957,3984.4,15.04,-0.32,302.93,653.77
937,19.4,-77.1,222.0,951,3807.01,15.5,-0.26,251.98,804.66
938,19.9,-77.6,222.0,956,3776.2,15.14,-0.26,262.76,944.98
939,20.3,-78.4,203.5,953,3874.37,13.84,-0.29,309.33,695.08
940,20.9,-79.5,240.5,938,3676.84,15.34,-0.29,335.92,650.01
941,22.0,-80.6,222.0,941,3650.23,14.4,-0.28,302.85,866.34
942,22.1,-80.7,222.0,941,3623.28,14.31,-0.28,302.42,864.08
943,22.7,-81.6,185.0,960,3979.75,15.11,-0.27,330.29,838.58
944,23.4,-82.5,138.7,973,4037.77,16.54,-0.28,376.39,647.55
945,24.3,-83.4,148.0,967,3909.76,18.52,-0.33,370.04,662.22
946,25.2,-84.2,166.5,962,3763.86,17.66,-0.29,364.74,911.24
947,26.1,-85.0,203.5,942,3858.5,17.99,-0.3,400.92,924.73
948,27.2,-85.8,231.2,935,3715.0,18.2,-0.27,395.18,776.93
949,28.5,-86.3,222.0,930,3951.34,22.44,-0.41,451.81,536.26
950,29.9,-86.9,203.5,942,3852.43,22.46,-0.36,462.18,655.36
951,30.4,-87.1,194.2,946,3898.03,22.65,-0.33,451.75,604.62
952,31.5,-87.7,83.25,970,3664.07,25.05,-0.31,404.49,661.28
953,32.6,-88.5,55.5,991,3216.11,22.67,-0.15,363.44,836.44
954,33.9,-88.8,46.25,997,3419.19,19.38,-0.21,412.18,739.42
955,16.3,-58.1,55.5,1011,2575.69,13.470000267028809,-0.1599999964237213,639.74,253.44
956,16.8,-58.9,64.75,1009,2892.45,14.210000038146973,-0.1400000005960464,461.52,303.76
957,17.2,-59.8,74.0,1006,2065.51,13.34,-0.04,27.7,606.58
958,17.7,-60.6,92.5,1004,2394.45,13.15999984741211,-0.0799999982118606,136.41,446.97
959,18.1,-61.4,92.5,1003,2796.92,12.359999656677246,-0.0199999995529651,572.15,287.96
960,18.5,-62.2,101.7,1001,3105.23,13.329999923706056,-0.1899999976158142,974.33,218.0
961,19.0,-63.0,101.7,1001,2742.23,14.31999969482422,-0.1700000017881393,522.88,288.97
962,19.6,-63.9,92.5,1004,2728.68,11.600000381469728,-0.1199999973177909,464.46,297.15
963,19.9,-64.8,92.5,1007,1993.99,11.33,-0.04,4.91,539.12
964,20.2,-65.8,74.0,1010,2316.86,14.0600004196167,-0.0099999997764825,284.66,347.18
965,20.4,-66.8,64.75,1011,2155.81,13.25,-0.0399999991059303,74.81,466.58
966,20.6,-67.7,55.5,1011,2106.25,11.11,-0.1,1.05,526.58
967,20.7,-68.7,55.5,1011,2121.63,11.380000114440918,0.0,82.99,469.08
968,20.8,-70.2,46.25,1011,1721.99,10.8100004196167,0.0199999995529651,337.77,320.67
969,21.2,-71.1,46.25,1011,1628.76,12.84,0.01,-8.39,634.49
970,21.3,-72.2,46.25,1012,1594.64,11.529999732971191,-0.1899999976158142,382.65,309.31
971,21.5,-73.4,46.25,1012,2024.94,10.61,-0.04,53.18,507.95
972,21.6,-75.0,37.0,1012,2085.8,11.03,0.02,19.27,520.3
973,21.8,-76.3,37.0,1012,1989.27,8.600000381469727,-0.0099999997764825,242.44,297.59
974,22.1,-77.6,37.0,1012,2186.25,9.039999961853027,-0.1700000017881393,124.96,432.13
975,22.4,-78.9,37.0,1012,2718.27,9.050000190734863,-0.0299999993294477,74.43,495.09
976,22.8,-80.2,37.0,1013,2519.22,8.359999656677246,0.050000000745058,37.48,480.29
977,23.2,-81.7,27.75,1013,2785.27,5.429999828338623,-0.1199999973177909,343.62,206.25
978,12.2,-28.9,55.5,1006,2824.55,16.4,-0.17,216.28,618.96
979,12.1,-30.7,55.5,1005,2915.0,14.33,-0.16,237.77,525.0
980,12.0,-32.4,55.5,1005,2997.56,15.68,-0.12,252.67,647.49
981,11.9,-34.5,55.5,1005,3162.83,12.899999618530272,-0.270000010728836,490.97,396.04
982,11.8,-36.5,55.5,1005,2934.32,16.12,-0.19,256.12,589.69
983,11.8,-38.3,64.75,1004,3155.5,17.010000228881836,-0.2199999988079071,336.2,486.08
984,11.8,-40.1,74.0,1002,3869.95,16.989999771118164,-0.3100000023841858,632.66,324.36
985,11.9,-41.7,92.5,997,4083.35,15.539999961853027,-0.3000000119209289,898.5,273.84
986,12.0,-43.4,92.5,997,4331.46,14.760000228881836,-0.4199999868869781,1174.79,248.14
987,12.3,-45.1,92.5,997,3725.31,13.40999984741211,-0.1899999976158142,571.35,354.94
988,12.8,-47.0,101.7,994,3962.48,12.81999969482422,-0.2800000011920929,662.7,339.33
989,13.0,-49.2,111.0,991,4134.33,13.149999618530272,-0.2800000011920929,679.83,338.93
990,13.2,-51.3,129.5,984,3810.92,13.890000343322754,-0.3199999928474426,430.14,429.76
991,13.5,-53.3,148.0,972,3968.8,16.5,-0.4099999964237213,503.28,403.46
992,13.8,-55.5,148.0,972,3123.69,15.07,-0.23,235.26,568.2
993,14.0,-57.7,148.0,976,3131.8,14.67,-0.22,233.0,642.25
994,14.2,-59.8,148.0,975,2784.55,16.24,-0.24,217.76,801.82
995,14.4,-61.7,166.5,967,3066.58,16.98,-0.35,271.28,698.26
996,14.8,-63.5,203.5,961,3032.4,16.0,-0.29,290.4,628.63
997,14.9,-65.1,231.2,944,2941.35,15.16,-0.26,299.91,580.54
998,15.0,-66.6,268.2,929,2934.24,16.06,-0.19,307.16,563.8
999,15.4,-68.0,268.2,923,3163.46,16.950000762939453,-0.3899999856948852,411.87,489.71
1000,15.9,-69.5,240.5,930,3201.19,14.12,-0.31,305.83,649.68
1001,16.1,-71.0,222.0,920,3131.65,16.02,-0.23,312.53,718.81
1002,16.4,-72.6,222.0,921,3101.37,15.5,-0.23,333.89,585.83
1003,16.8,-74.3,231.2,923,2965.57,17.53,-0.26,323.94,555.04
1004,17.1,-76.0,231.2,930,3163.26,13.97,-0.24,348.28,734.8
1005,17.5,-77.8,231.2,926,3023.44,12.91,-0.27,302.24,687.45
1006,17.6,-79.8,240.5,926,2906.74,11.93,-0.22,337.11,513.42
1007,17.8,-81.5,240.5,926,3163.89,12.69,-0.23,326.36,636.36
1008,18.0,-83.3,249.7,924,3235.91,14.14,-0.24,319.7,717.78
1009,18.2,-85.1,268.2,914,3310.28,14.47,-0.28,299.45,760.09
1010,18.6,-86.9,277.5,907,3655.47,14.87,-0.21,349.98,693.06
1011,18.7,-87.7,277.5,905,3698.75,15.05,-0.18,351.02,698.18
1012,18.9,-88.7,203.5,935,3889.41,15.76,-0.22,330.58,663.33
1013,19.2,-90.5,138.7,960,3872.24,16.84,-0.27,296.6,800.39
1014,19.7,-92.2,120.2,979,3848.49,17.66,-0.18,258.68,859.67
1015,20.1,-94.0,129.5,979,3844.97,17.82,-0.22,261.43,714.61
1016,20.5,-95.5,148.0,976,3708.29,19.39,-0.28,227.8,717.84
1017,20.5,-97.0,157.2,974,3835.82,18.38,-0.36,255.85,729.75
1018,20.5,-97.3,138.7,974,3868.7,16.59,-0.37,257.37,718.55
1019,20.5,-99.0,55.5,998,3968.82,14.86,-0.2,205.6,887.65
1020,17.8,-83.6,74.0,1008,3084.33,13.14,-0.2,178.6,518.64
1021,18.6,-84.6,74.0,1008,3299.55,13.96,-0.29,195.06,676.21
1022,19.8,-85.8,83.25,1007,3414.19,13.88,-0.14,159.73,905.6
1023,20.8,-87.0,83.25,1007,3392.19,13.26,-0.09,152.67,825.84
1024,20.9,-87.2,83.25,1007,3419.46,12.81,-0.09,169.18,721.49
1025,21.8,-88.8,83.25,1005,3639.14,13.49,-0.19,196.57,767.85
1026,22.8,-90.4,83.25,1005,3457.01,15.27,-0.23,235.1,727.83
1027,23.0,-92.0,83.25,1000,3444.08,14.76,-0.08,207.64,834.38
1028,23.2,-93.3,83.25,999,3420.67,13.38,-0.07,228.72,688.11
1029,23.7,-94.1,101.7,993,3401.34,15.63,-0.18,241.14,581.15
1030,24.3,-94.9,111.0,990,3492.85,14.82,-0.19,219.56,796.38
1031,24.9,-95.7,120.2,982,3378.67,13.99,-0.08,183.36,827.02
1032,25.4,-96.2,129.5,982,3305.01,14.38,-0.18,220.94,719.77
1033,25.9,-96.7,157.2,967,3247.97,14.74,-0.25,216.05,531.86
1034,26.0,-96.8,157.2,963,3246.26,14.06,-0.23,227.25,510.28
1035,26.4,-97.2,138.7,967,3351.66,13.19,-0.21,236.87,590.0
1037,26.4,-97.4,129.5,967,3412.94,12.23,-0.17,230.06,611.94
1038,26.5,-97.8,120.2,976,3560.94,13.04,-0.06,158.71,1222.73
1039,26.7,-98.3,101.7,986,3714.76,13.78,-0.11,176.81,646.16
1040,27.2,-98.9,83.25,992,4850.72,17.360000610351562,-0.270000010728836,509.77,338.48
1041,27.9,-100.0,64.75,995,4677.78,16.1200008392334,-0.1899999976158142,418.45,377.2
1042,28.3,-101.4,46.25,1000,3575.34,12.44,-0.02,152.13,760.13
1043,28.5,-102.7,46.25,1004,4675.68,10.100000381469728,-0.1099999994039535,349.8,320.37
1044,28.8,-104.0,46.25,1008,4975.96,9.640000343322754,-0.1899999976158142,511.47,255.08
1045,29.4,-105.0,46.25,1009,4757.77,10.489999771118164,-0.1700000017881393,488.89,272.09
1046,30.0,-105.7,37.0,1012,3576.08,10.26,-0.05,60.84,682.33
1047,30.5,-106.0,37.0,1011,3653.7,10.3,-0.07,70.98,604.5
1048,31.0,-106.3,37.0,1010,4255.32,10.029999732971191,-0.1000000014901161,90.12,497.19
1049,31.9,-106.7,37.0,1014,4138.33,9.5600004196167,-0.1000000014901161,79.53,438.82
1050,32.9,-106.3,37.0,1016,3491.75,11.91,-0.14,39.12,641.07
1051,27.0,-83.4,55.5,1011,3786.53,10.81999969482422,-0.0099999997764825,335.61,276.65
1052,28.2,-84.2,64.75,1010,3353.59,13.1899995803833,-0.1500000059604644,5.64,473.08
1053,29.1,-85.1,92.5,1008,2980.06,14.0,-0.19,-8.5,847.26
1054,29.8,-85.8,83.25,1005,3022.84,13.64,-0.01,-2.78,851.84
1055,30.4,-86.5,74.0,1005,3456.01,14.369999885559082,-0.0299999993294477,302.77,311.68
1056,30.5,-86.6,74.0,1005,3381.0,14.399999618530272,-0.0199999995529651,431.61,276.61
1057,31.5,-87.5,46.25,1013,2386.35,14.050000190734863,-0.1000000014901161,28.11,461.38
1058,32.8,-88.3,37.0,1017,2187.27,11.86,-0.09,-19.48,739.96
1059,21.6,-85.7,55.5,1007,3039.76,10.48,-0.05,24.83,685.43
1060,21.8,-86.2,55.5,1006,3054.21,10.239999771118164,-0.1800000071525573,60.69,494.3
1061,22.0,-86.7,64.75,1003,3184.76,11.95,-0.13,27.8,753.05
1062,22.3,-87.4,64.75,1000,3389.83,11.67,-0.0,49.03,768.34
1063,22.9,-88.4,64.75,1000,3260.84,10.5,-0.05,16.24,521.68
1064,23.7,-89.5,74.0,1001,3121.4,11.2,-0.05,21.44,514.62
1065,24.2,-90.7,74.0,1004,3292.28,10.76,-0.04,27.64,794.4
1066,24.6,-91.9,83.25,997,3222.24,11.49,0.02,11.55,808.82
1067,25.1,-93.1,83.25,1000,3381.38,12.079999923706056,-0.0199999995529651,45.65,473.58
1068,25.8,-94.3,83.25,1002,3021.77,13.57,-0.1,31.34,583.47
1069,26.4,-95.5,83.25,1004,3044.94,11.32,-0.03,48.9,716.36
1070,27.0,-96.9,64.75,1006,2970.64,11.69,0.12,24.04,789.22
1071,27.3,-97.4,55.5,1007,3253.73,10.829999923706056,0.1800000071525573,139.99,372.86
1072,27.8,-98.1,46.25,1009,2869.36,11.699999809265137,-0.0900000035762786,75.98,475.41
1073,25.5,-87.6,64.75,1002,3455.76,16.87,-0.23,256.57,787.04
1074,26.0,-87.5,74.0,1001,3480.66,17.54,-0.27,295.59,840.77
1075,26.5,-87.4,83.25,998,3351.02,16.82,-0.13,313.23,913.58
1076,27.0,-87.2,92.5,995,3117.88,18.2,-0.24,297.49,965.06
1077,27.6,-86.8,101.7,994,2993.24,22.61,-0.34,373.18,735.25
1078,28.0,-86.3,101.7,992,2979.22,22.4,-0.23,370.23,935.83
1079,28.3,-86.0,92.5,990,2958.26,22.67,-0.17,377.55,976.25
1080,28.6,-85.8,83.25,993,2639.63,22.22,-0.14,413.08,1027.45
1081,28.8,-85.6,74.0,994,2690.59,21.73,-0.12,408.38,1341.49
1082,29.0,-85.3,74.0,992,2619.77,22.36,-0.08,390.86,959.74
1083,29.0,-85.0,83.25,991,2611.55,22.58,-0.08,371.28,800.95
1084,28.9,-84.7,74.0,991,2167.69,24.46,-0.08,359.02,996.17
1085,28.9,-84.3,74.0,992,2191.15,23.91,-0.08,349.72,1094.78
1086,29.2,-83.7,64.75,995,2343.15,22.53,-0.12,321.55,1176.43
1087,29.3,-83.2,64.75,995,2381.41,21.84,-0.09,319.13,780.18
1088,29.4,-82.7,55.5,997,2277.64,21.7,-0.04,319.69,801.34
1089,29.5,-81.5,55.5,998,1922.93,21.61,-0.07,293.57,1419.62
1090,29.5,-80.3,55.5,1001,1779.31,20.57,-0.05,260.97,1761.62
1091,11.3,-20.0,46.25,1009,4134.89,13.03,-0.18,101.28,626.53
1092,11.5,-20.9,46.25,1009,3805.4,11.65,-0.23,139.4,635.18
1093,11.7,-21.8,46.25,1009,3639.43,11.75,-0.18,152.76,613.3
1094,12.0,-22.8,46.25,1009,3690.83,11.51,-0.13,171.74,520.68
1095,12.4,-23.9,46.25,1008,4510.57,10.609999656677246,-0.2399999946355819,437.47,322.5
1096,13.0,-25.4,55.5,1007,3967.77,10.789999961853027,-0.0299999993294477,301.79,425.21
1097,13.5,-27.1,64.75,1006,3866.63,11.119999885559082,-0.1000000014901161,285.28,419.4
1098,13.9,-29.0,74.0,1005,3527.83,8.5600004196167,-0.1700000017881393,242.15,450.5
1099,14.4,-30.8,83.25,1004,3508.85,8.6899995803833,-0.1500000059604644,257.66,470.96
1100,14.9,-32.4,83.25,1004,3335.69,9.989999771118164,-0.2300000041723251,294.33,447.16
1101,15.3,-33.9,92.5,1002,3234.28,11.720000267028809,-0.1899999976158142,308.79,432.64
1102,15.7,-35.5,92.5,1002,3110.66,10.079999923706056,-0.1099999994039535,285.36,426.08
1103,16.0,-37.1,92.5,1003,3621.37,9.710000038146973,-0.1000000014901161,497.51,323.81
1104,16.4,-38.7,83.25,1005,3108.27,9.609999656677246,-0.0199999995529651,388.4,332.1
1105,16.9,-40.7,83.25,1006,3250.12,9.3100004196167,-0.1800000071525573,1090.23,145.75
1106,17.3,-42.8,83.25,1008,3233.28,10.079999923706056,-0.2199999988079071,616.03,199.57
1107,17.6,-45.0,74.0,1010,1989.66,9.529999732971191,-0.0599999986588954,206.9,375.49
1108,18.0,-49.2,64.75,1012,2154.43,8.149999618530273,-0.1500000059604644,517.18,192.5
1109,18.3,-51.1,64.75,1012,2399.58,9.010000228881836,-0.1299999952316284,405.33,244.86
1110,18.6,-53.0,64.75,1012,2700.5,6.320000171661377,-0.0399999991059303,531.74,193.6
1111,19.0,-54.9,64.75,1012,2341.52,9.289999961853027,-0.1599999964237213,341.08,289.71
1112,19.4,-56.8,64.75,1013,2827.93,11.0,-0.1099999994039535,356.9,289.45
1113,19.8,-58.6,64.75,1013,1691.68,13.630000114440918,-0.1000000014901161,153.89,476.25
1114,20.1,-60.3,55.5,1013,2404.71,8.710000038146973,0.0199999995529651,324.11,297.23
1115,20.4,-62.0,46.25,1014,1917.4,10.06999969482422,-0.0099999997764825,153.57,392.4
1116,20.6,-63.7,46.25,1014,2392.18,9.43000030517578,-0.270000010728836,247.77,314.37
1117,20.8,-65.3,46.25,1015,2220.16,11.640000343322754,-0.1299999952316284,149.96,399.17
1118,21.0,-66.9,46.25,1015,1774.58,10.899999618530272,-0.0,67.98,495.81
1119,21.3,-68.5,46.25,1015,1640.43,13.35,0.01,51.05,505.82
1120,21.5,-69.8,46.25,1015,1982.65,13.529999732971191,-0.0599999986588954,180.06,400.49
1121,21.7,-71.0,46.25,1015,1908.01,14.84000015258789,-0.0199999995529651,110.43,453.43
1122,21.9,-72.2,46.25,1015,1652.02,13.12,-0.05,11.21,778.84
1123,22.1,-73.3,46.25,1015,1582.75,14.35,0.02,-12.78,739.58
1124,22.4,-74.4,46.25,1015,1483.81,16.229999542236328,0.0399999991059303,24.2,475.55
1125,22.6,-75.3,46.25,1015,1742.11,14.32,-0.11,9.42,616.02
1126,22.8,-75.9,46.25,1015,1989.18,12.09,-0.07,34.76,538.05
1127,23.0,-76.5,46.25,1014,2177.61,14.5,0.02,-4.1,657.72
1128,23.3,-77.0,46.25,1013,2049.03,11.56999969482422,-0.1099999994039535,120.78,360.24
1129,23.7,-77.7,46.25,1013,2329.17,11.670000076293944,-0.0900000035762786,75.3,446.12
1130,24.2,-78.4,46.25,1013,2364.74,10.55,-0.06,23.21,593.16
1131,24.9,-79.0,46.25,1013,2735.33,8.35,-0.03,11.61,746.84
1132,25.7,-79.3,46.25,1013,2753.36,8.19,0.01,-37.94,579.09
1133,26.5,-79.4,46.25,1013,2960.93,11.789999961853027,-0.0399999991059303,82.97,450.63
1134,27.4,-79.4,46.25,1013,2584.34,15.87,-0.05,19.92,668.89
1135,28.4,-79.3,55.5,1013,2419.48,14.11,0.01,18.31,791.27
1136,29.4,-79.1,55.5,1013,2133.08,13.88,-0.01,-6.66,513.03
1137,30.3,-78.8,55.5,1013,2179.8,15.72,-0.04,15.1,625.86
1138,31.1,-78.1,55.5,1013,2241.46,20.8,-0.1,36.93,1013.97
1139,31.8,-77.2,55.5,1012,2182.6,19.42,-0.03,52.12,899.78
1140,32.4,-75.6,55.5,1011,2071.96,18.709999084472656,-0.0299999993294477,186.64,423.5
1141,21.5,-72.2,55.5,1005,3748.67,14.15,-0.24,241.43,716.22
1142,22.0,-72.5,55.5,1004,3939.98,13.55,-0.19,253.36,733.34
1143,22.6,-72.9,64.75,1002,3916.4,14.78,-0.09,242.55,600.03
1144,23.3,-73.0,74.0,1001,3722.67,16.92,-0.11,225.94,732.05
1145,24.0,-73.0,83.25,1001,3708.0,18.25,-0.21,235.66,1008.14
1146,24.2,-73.0,83.25,998,3751.27,17.31,-0.17,253.37,897.05
1147,24.4,-72.9,83.25,996,3405.88,18.53,-0.2,279.4,1285.23
1148,24.7,-72.7,92.5,993,3054.31,19.56,-0.26,305.78,1144.43
1149,24.9,-72.4,92.5,992,3116.3,19.39,-0.32,350.61,1377.15
1150,25.1,-72.1,120.2,989,2999.7,20.24,-0.24,345.97,852.99
1151,25.6,-72.0,120.2,989,2896.07,20.69,-0.27,419.9,639.18
1152,26.7,-71.8,120.2,988,2704.33,19.58,-0.34,414.28,612.72
1153,28.1,-71.4,120.2,987,2376.96,17.57,-0.3,428.04,790.13
1154,29.5,-71.5,129.5,983,2267.96,15.44,-0.05,486.78,732.51
1155,30.6,-72.0,129.5,983,2378.01,14.66,-0.13,454.77,541.76
1156,31.6,-72.2,129.5,983,2376.84,13.65,-0.09,418.15,654.71
1157,32.3,-71.8,120.2,984,2544.11,18.4,-0.14,429.08,690.69
1158,33.5,-70.7,120.2,984,3174.36,20.09000015258789,-0.1000000014901161,668.05,447.38
1159,34.8,-69.0,120.2,982,2684.61,19.2,-0.08,400.51,674.65
1160,19.4,-91.6,46.25,1010,3164.68,12.1,-0.16,139.26,572.25
1161,19.7,-92.3,46.25,1009,3460.65,15.85,-0.12,134.37,831.87
1162,19.9,-93.2,46.25,1009,3339.82,16.08,-0.1,142.14,673.48
1163,19.9,-94.1,55.5,1008,3420.64,14.880000114440918,-0.0700000002980232,337.62,399.5
1164,19.8,-94.6,55.5,1009,3520.49,12.59,-0.12,134.22,561.36
1165,19.8,-95.1,55.5,1008,3763.39,12.25,-0.16,108.48,818.1
1166,20.0,-95.5,64.75,1008,3902.61,13.47,-0.21,125.93,690.88
1167,20.7,-96.1,74.0,1007,3932.71,15.13,-0.14,134.36,542.67
1168,21.3,-96.8,64.75,1008,4016.11,14.270000457763672,-0.1599999964237213,136.36,499.01
1169,21.2,-97.4,64.75,1009,3823.45,13.43,-0.18,73.86,722.42
1170,21.1,-97.8,55.5,1010,3835.8,12.46,-0.12,54.4,760.29
1171,20.8,-98.7,37.0,1013,3991.75,11.56,-0.08,27.45,620.56
1172,22.5,-93.5,55.5,1008,3644.87,12.18000030517578,-0.2000000029802322,253.32,456.37
1173,22.7,-93.8,55.5,1008,3138.56,12.38,-0.04,141.02,654.65
1174,23.1,-94.6,64.75,1007,2831.47,14.39,-0.02,130.3,672.33
1175,23.5,-95.4,74.0,1009,3025.08,15.739999771118164,-0.2599999904632568,319.74,418.59
1176,23.9,-96.3,83.25,1009,2879.17,12.039999961853027,-0.1500000059604644,197.61,491.38
1177,24.1,-97.0,83.25,1007,2548.13,12.69,-0.03,108.73,963.6
1178,24.5,-97.7,83.25,1009,2409.09,16.71,-0.08,140.06,614.47
1179,24.9,-98.6,55.5,1010,2989.98,12.270000457763672,-0.1400000005960464,183.4,468.42
1180,25.2,-99.8,46.25,1012,2989.77,9.6899995803833,-0.1500000059604644,142.39,487.46
1181,17.9,-64.3,83.25,1010,2730.79,11.9399995803833,-0.1400000005960464,154.59,443.21
1182,19.1,-65.9,92.5,1009,2662.27,11.720000267028809,-0.1000000014901161,86.23,474.61
1183,19.8,-67.4,92.5,1010,2737.49,11.64,-0.05,-0.79,512.97
1184,20.7,-68.9,92.5,1010,2487.11,11.71,-0.03,-20.47,752.88
1185,21.6,-69.8,55.5,1012,2449.87,13.24,-0.03,-20.08,610.13
1186,23.0,-70.2,46.25,1012,2725.51,10.3,-0.08,-13.29,672.48
1187,24.6,-70.8,46.25,1013,2816.29,12.3,-0.03,40.0,971.62
1188,26.6,-70.7,46.25,1013,2920.69,12.899999618530272,-0.0799999982118606,72.14,476.9
1189,28.6,-70.7,46.25,1012,2842.23,16.88,-0.2,122.72,677.84
1190,30.3,-70.2,46.25,1012,2816.43,19.07,-0.19,156.5,681.84
1191,31.5,-69.4,46.25,1011,2476.07,17.58,-0.03,160.54,826.87
1192,32.7,-67.9,46.25,1011,2449.89,17.95,-0.15,167.17,565.19
1193,34.0,-66.5,46.25,1010,2257.04,19.35,-0.2,179.13,718.52
1194,29.2,-78.8,55.5,1013,2239.43,13.26,-0.08,13.92,1007.96
1195,29.7,-79.1,55.5,1011,2283.26,16.93,-0.07,12.99,817.09
1196,30.1,-79.7,64.75,1007,2418.51,18.19,-0.05,18.96,572.0
1197,30.4,-79.6,64.75,1007,2223.26,14.81,-0.17,9.05,1102.78
1198,30.5,-79.0,64.75,1005,1983.93,14.12,-0.08,17.98,853.9
1199,30.5,-78.6,64.75,1003,2182.36,15.38,-0.02,6.03,510.38
1200,30.4,-78.5,64.75,1003,2306.22,17.389999389648438,-0.0799999982118606,115.01,434.57
1201,30.4,-78.4,101.7,1002,2217.98,16.290000915527344,-0.1500000059604644,212.75,386.6
1202,30.0,-79.0,83.25,1004,1767.42,15.3,-0.02,16.56,1015.11
1203,29.9,-79.1,74.0,1005,1814.91,20.520000457763672,0.0399999991059303,66.66,498.75
1204,29.9,-79.5,64.75,1002,2535.35,29.100000381469727,-0.1099999994039535,1065.06,200.9
1205,29.9,-79.8,64.75,1006,1724.03,24.6200008392334,-0.1700000017881393,393.93,330.13
1206,29.7,-80.5,64.75,1009,1728.44,21.05,-0.02,52.91,1140.29
1207,29.4,-81.0,64.75,1008,1718.45,25.06,-0.0,47.61,848.15
1208,29.4,-81.1,64.75,1009,1719.84,24.99,-0.0,46.2,843.45
1209,29.2,-81.6,46.25,1011,1645.03,28.04,-0.01,40.99,526.84
1210,28.9,-82.4,37.0,1011,1632.14,23.5,-0.04,41.65,793.5
1211,28.6,-83.4,37.0,1011,1702.91,25.09,-0.04,44.46,707.37
1212,28.4,-83.9,37.0,1009,1873.62,26.56,-0.03,45.91,827.96
1213,28.3,-84.7,37.0,1010,1885.53,27.12,0.01,26.11,901.18
1214,28.5,-86.0,37.0,1008,2155.58,29.44,-0.13,23.86,903.52
1215,10.7,-42.4,46.25,1010,4422.12,9.68000030517578,-0.2899999916553497,405.69,330.79
1216,10.8,-43.4,55.5,1009,4061.34,9.670000076293944,-0.1599999964237213,237.25,448.46
1217,10.9,-44.4,55.5,1009,3956.36,10.09000015258789,-0.0700000002980232,329.84,396.06
1218,11.0,-45.4,55.5,1007,3717.02,12.62,-0.17,169.3,524.27
1219,11.0,-46.8,64.75,1006,4042.58,12.68000030517578,-0.2199999988079071,266.36,468.48
1220,11.0,-48.5,74.0,1005,3672.21,13.11,-0.21,198.08,540.04
1221,11.0,-50.2,83.25,1004,3399.1,14.36,-0.15,220.76,575.53
1222,11.0,-52.0,83.25,1004,3653.29,11.6899995803833,-0.0900000035762786,288.84,484.02
1223,11.0,-53.7,83.25,1003,3091.95,10.4,-0.06,182.63,576.16
1224,11.1,-55.4,83.25,1003,3709.18,10.789999961853027,-0.3799999952316284,331.07,431.66
1225,11.2,-57.2,92.5,1003,3624.23,12.850000381469728,-0.3400000035762787,313.81,476.99
1226,11.4,-58.9,101.7,1003,3071.64,12.88,-0.15,203.49,761.33
1227,11.6,-60.2,129.5,999,3124.94,11.17,-0.05,165.94,838.31
1228,11.9,-61.5,138.7,991,3076.58,12.36,-0.12,189.69,602.1
1229,12.0,-61.8,138.7,989,3054.29,12.78,-0.11,193.37,598.03
1230,12.4,-63.2,157.2,980,3095.56,12.27,-0.19,199.83,521.78
1231,12.9,-64.9,185.0,971,3128.72,11.32,-0.13,184.27,704.46
1232,13.3,-66.7,203.5,959,3104.02,11.59,-0.03,161.03,780.02
1233,13.7,-68.4,212.7,952,3207.07,12.75,-0.11,169.1,740.15
1234,14.1,-70.1,212.7,964,3407.08,13.62,-0.19,172.01,560.75
1235,14.5,-71.8,175.7,969,3362.1,12.76,-0.27,153.13,801.9
1236,14.9,-73.4,203.5,958,3419.27,11.14,-0.09,139.65,808.62
1237,15.4,-75.0,222.0,953,3399.71,9.46,-0.1,124.04,648.69
1238,15.9,-76.5,240.5,944,3349.07,11.949999809265137,-0.3300000131130218,199.47,473.6
1239,16.4,-78.0,249.7,937,3437.25,11.95,-0.21,156.22,539.77
1240,17.1,-79.5,259.0,929,3495.05,12.45,-0.18,151.21,676.5
1241,17.7,-81.2,249.7,940,3456.28,11.93,-0.14,130.92,622.29
1242,18.3,-82.8,240.5,946,3412.25,11.66,-0.22,115.19,537.61
1243,18.9,-84.3,231.2,948,3548.75,12.89,-0.25,152.73,577.43
1244,19.5,-85.8,222.0,951,3583.72,14.14,-0.19,148.92,756.96
1245,20.3,-87.3,212.7,955,3534.19,13.13,-0.11,157.55,865.17
1246,20.3,-87.4,212.7,955,3623.08,13.19,-0.11,178.07,667.32
1247,21.3,-88.9,120.2,975,3682.7,12.77,-0.19,160.41,662.81
1248,22.0,-90.3,120.2,984,3745.19,14.0,-0.25,165.56,795.22
1249,22.6,-91.5,138.7,981,3717.38,13.38,-0.11,191.23,823.78
