name	year	month	day	hour	lat	long	status	category	wind	pressure	tropicalstorm_force_diameter	hurricane_force_diameter
          Claudette	1979	7	18	12	18.4	-67	tropical depression		30	1011	-1998	-1998
          Claudette	1979	7	18	18	18.5	-68.5	tropical depression		25	1012	-1998	-1998
          Claudette	1979	7	19	0	18.7	-69.5	tropical depression		20	1012	-1998	-1998
          Claudette	1979	7	19	60	18.8	-70.5	tropical depression		20	1012	-1998	-1998
          Claudette	1979	7	19	12	18.8	-71.4	tropical depression		20	1012	-1998	-1998
          Claudette	1979	7	19	18	19	-72.4	tropical depression		20	1012	-1998	-1998
          Claudette	1979	7	20	0	19	-73.3	tropical depression		20	1013	-1998	-1998
          Claudette	1979	7	20	60	19.2	-74.7	tropical depression		20	1013	-1998	-1998
          Claudette	1979	7	20	12	19.5	-76.7	tropical depression		20	1013	-1998	-1998
          Claudette	1979	7	20	18	20	-78.7	tropical depression		20	1013	-1998	-1998
          Claudette	1979	7	21	0	20.6	-80.4	tropical depression		20	1013	-1998	-1998
          Claudette	1979	7	21	60	21.4	-82.2	tropical depression		25	1013	-1998	-1998
          Claudette	1979	7	21	12	22.1	-83.5	tropical depression		30	1012	-1998	-1998
          Claudette	1979	7	21	18	22.8	-85	tropical depression		30	1010	-1998	-1998
          Claudette	1979	7	22	0	23.5	-86.5	tropical depression		30	1007	-1998	-1998
          Claudette	1979	7	22	60	24	-87.4	tropical depression		30	1007	-1998	-1998
          Claudette	1979	7	22	12	24.5	-88.5	tropical depression		30	1007	-1998	-1998
          Claudette	1979	7	22	18	25	-89.5	tropical depression		30	1006	-1998	-1998
          Claudette	1979	7	23	0	25.4	-90.5	tropical depression		30	1005	-1998	-1998
          Claudette	1979	7	23	60	25.9	-91.4	tropical depression		30	1004	-1998	-1998
          Claudette	1979	7	23	12	26.4	-92.4	tropical storm		35	1003	-1998	-1998
          Claudette	1979	7	23	18	26.9	-92.9	tropical storm		35	1003	-1998	-1998
          Claudette	1979	7	24	0	27.5	-93.4	tropical storm		35	1003	-1998	-1998
          Claudette	1979	7	24	60	28.3	-93.5	tropical storm		40	1003	-1998	-1998
          Claudette	1979	7	24	12	28.8	-93.7	tropical storm		45	1002	-1998	-1998
          Claudette	1979	7	24	18	29.6	-93.9	tropical storm		45	1000	-1998	-1998
          Claudette	1979	7	25	0	30.3	-93.9	tropical storm		40	997	-1998	-1998
          Claudette	1979	7	25	60	30.3	-94.3	tropical storm		35	998	-1998	-1998
          Claudette	1979	7	25	12	30.5	-94.8	tropical depression		30	1000	-1998	-1998
          Claudette	1979	7	25	18	30.5	-95.2	tropical depression		30	1001	-1998	-1998
          Claudette	1979	7	26	0	30.2	-95.3	tropical depression		30	1001	-1998	-1998
          Claudette	1979	7	26	60	30.6	-95.1	tropical depression		30	1002	-1998	-1998
          Claudette	1979	7	26	12	30.8	-95.4	tropical depression		25	1003	-1998	-1998
          Claudette	1979	7	26	18	31.3	-96.3	tropical depression		25	1004	-1998	-1998
          Claudette	1979	7	27	0	31.8	-96.6	tropical depression		20	1004	-1998	-1998
          Claudette	1979	7	27	60	32.7	-96.4	tropical depression		20	1006	-1998	-1998
          Claudette	1979	7	27	12	34	-95.9	tropical depression		15	1007	-1998	-1998
          Claudette	1979	7	27	18	35.3	-95.3	tropical depression		15	1007	-1998	-1998
          Claudette	1979	7	28	0	36.4	-94.6	tropical depression		15	1007	-1998	-1998
          Claudette	1979	7	28	60	37.8	-93.4	tropical depression		15	1008	-1998	-1998
          Claudette	1979	7	28	12	38.6	-91	tropical depression		15	1009	-1998	-1998
          Claudette	1979	7	28	18	38.8	-88	tropical depression		15	1009	-1998	-1998
          Claudette	1979	7	29	0	39	-85.2	tropical depression		15	1010	-1998	-1998
          Claudette	1979	7	29	60	39	-82.8	tropical depression		15	1011	-1998	-1998
          Claudette	1979	7	29	12	39	-80.2	tropical depression		15	1011	-1998	-1998
AL071979	1979	7	23	12	17	-35.5	tropical depression		20	-999	-1998	-1998
AL071979	1979	7	23	18	17.4	-37.2	tropical depression		20	-999	-1998	-1998
AL071979	1979	7	24	0	17.8	-39	tropical depression		25	-999	-1998	-1998
AL071979	1979	7	24	60	18	-40.5	tropical depression		25	-999	-1998	-1998
AL071979	1979	7	24	12	18.2	-42.1	tropical depression		30	-999	-1998	-1998
AL071979	1979	7	24	18	18.9	-43.9	tropical depression		30	-999	-1998	-1998
AL071979	1979	7	25	0	19.5	-45.5	tropical depression		30	-999	-1998	-1998
AL071979	1979	7	25	60	20.3	-47	tropical depression		30	-999	-1998	-1998
AL071979	1979	7	25	12	21	-48.9	tropical depression		30	-999	-1998	-1998
AL071979	1979	7	25	18	22	-50	tropical depression		30	-999	-1998	-1998
AL071979	1979	7	26	0	23.2	-51	tropical depression		25	-999	-1998	-1998
AL071979	1979	7	26	60	24.5	-51.5	tropical depression		25	-999	-1998	-1998
AL071979	1979	7	26	12	26	-52	tropical depression		25	-999	-1998	-1998
AL071979	1979	7	26	18	26.5	-52.5	tropical depression		20	-999	-1998	-1998
AL081979	1979	7	31	12	17	-54	tropical depression		25	-999	-1998	-1998
AL081979	1979	7	31	18	17.6	-56.3	tropical depression		25	-999	-1998	-1998
AL081979	1979	8	1	0	18.3	-58.6	tropical depression		25	-999	-1998	-1998
AL081979	1979	8	1	60	19.4	-60.6	tropical depression		25	-999	-1998	-1998
AL081979	1979	8	1	12	20.7	-62.3	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	1	18	21.9	-63.5	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	2	0	23	-64.8	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	2	60	24.4	-65.5	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	2	12	25.9	-66.6	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	2	18	27	-67	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	3	0	28	-67.5	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	3	60	29.1	-68	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	3	12	30.2	-68.1	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	3	18	32	-68.5	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	4	0	33.5	-68.5	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	4	60	35	-68.5	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	4	12	36.6	-68.4	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	4	18	38.5	-67.5	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	5	0	40.5	-66.5	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	5	60	42	-65	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	5	12	43.8	-63.8	tropical depression		30	-999	-1998	-1998
AL081979	1979	8	5	18	46	-60	tropical depression		25	-999	-1998	-1998
AL081979	1979	8	6	0	47.5	-55.5	tropical depression		25	-999	-1998	-1998
AL081979	1979	8	6	60	48.2	-50.6	tropical depression		25	-999	-1998	-1998
AL081979	1979	8	6	12	48.5	-45	tropical depression		20	-999	-1998	-1998
              David	1979	8	25	12	11.7	-36.1	tropical depression		25	1008	-1998	-1998
              David	1979	8	25	18	11.7	-38.2	tropical depression		25	1007	-1998	-1998
              David	1979	8	26	0	11.7	-40.3	tropical depression		30	1006	-1998	-1998
              David	1979	8	26	60	11.6	-42.2	tropical storm		35	1005	-1998	-1998
              David	1979	8	26	12	11.6	-44	tropical storm		40	1003	-1998	-1998
              David	1979	8	26	18	11.6	-45.5	tropical storm		45	998	-1998	-1998
              David	1979	8	27	0	11.7	-47	tropical storm		55	990	-1998	-1998
              David	1979	8	27	60	11.8	-48.5	hurricane	1	65	980	-1998	-1998
              David	1979	8	27	12	11.8	-50	hurricane	1	80	966	-1998	-1998
              David	1979	8	27	18	11.9	-51.5	hurricane	2	95	954	-1998	-1998
              David	1979	8	28	0	12.2	-52.9	hurricane	4	115	947	-1998	-1998
              David	1979	8	28	60	12.5	-54.4	hurricane	4	125	941	-1998	-1998
              David	1979	8	28	12	12.8	-55.7	hurricane	4	130	938	-1998	-1998
              David	1979	8	28	18	13.2	-56.9	hurricane	4	125	941	-1998	-1998
              David	1979	8	29	0	13.7	-58	hurricane	4	120	944	-1998	-1998
              David	1979	8	29	60	14.2	-59.2	hurricane	4	120	942	-1998	-1998
              David	1979	8	29	12	14.8	-60.3	hurricane	4	125	938	-1998	-1998
              David	1979	8	29	18	15.3	-61.6	hurricane	4	125	933	-1998	-1998
              David	1979	8	30	0	15.6	-62.8	hurricane	4	130	929	-1998	-1998
              David	1979	8	30	60	16	-64.2	hurricane	5	140	925	-1998	-1998
              David	1979	8	30	12	16.3	-65.2	hurricane	5	145	924	-1998	-1998
              David	1979	8	30	18	16.6	-66.2	hurricane	5	150	924	-1998	-1998
              David	1979	8	31	0	16.8	-67.3	hurricane	5	145	927	-1998	-1998
              David	1979	8	31	60	17	-68.3	hurricane	5	145	928	-1998	-1998
              David	1979	8	31	12	17.2	-69.1	hurricane	5	145	927	-1998	-1998
              David	1979	8	31	18	17.9	-69.7	hurricane	5	150	926	-1998	-1998
              David	1979	9	1	0	18.8	-70.4	hurricane	4	130	953	-1998	-1998
              David	1979	9	1	60	19.3	-72	hurricane	3	100	978	-1998	-1998
              David	1979	9	1	12	19.7	-73.7	hurricane	1	65	1002	-1998	-1998
              David	1979	9	1	18	20.6	-74.6	tropical storm		60	1002	-1998	-1998
              David	1979	9	2	0	21.3	-75.2	hurricane	1	65	997	-1998	-1998
              David	1979	9	2	60	21.9	-75.5	hurricane	1	70	990	-1998	-1998
              David	1979	9	2	12	23	-76.3	hurricane	1	70	984	-1998	-1998
              David	1979	9	2	18	23.9	-77.4	hurricane	1	75	979	-1998	-1998
              David	1979	9	3	0	24.6	-78.2	hurricane	1	80	976	-1998	-1998
              David	1979	9	3	60	25.3	-79.1	hurricane	1	80	974	-1998	-1998
              David	1979	9	3	12	26.3	-79.6	hurricane	2	85	973	-1998	-1998
              David	1979	9	3	18	27.2	-80.2	hurricane	2	85	972	-1998	-1998
              David	1979	9	4	0	28	-80.5	hurricane	2	85	971	-1998	-1998
              David	1979	9	4	60	29.1	-80.8	hurricane	2	85	970	-1998	-1998
              David	1979	9	4	12	30.2	-80.9	hurricane	2	85	970	-1998	-1998
              David	1979	9	4	18	31.5	-81.2	hurricane	1	80	970	-1998	-1998
              David	1979	9	5	0	32.5	-81.1	hurricane	1	65	972	-1998	-1998
              David	1979	9	5	60	33.5	-80.9	tropical storm		55	976	-1998	-1998
              David	1979	9	5	12	34.9	-80.6	tropical storm		45	980	-1998	-1998
              David	1979	9	5	18	36.2	-80.1	tropical storm		40	984	-1998	-1998
              David	1979	9	6	0	37.6	-79.5	tropical storm		40	987	-1998	-1998
              David	1979	9	6	60	39.2	-78.5	tropical storm		40	989	-1998	-1998
              David	1979	9	6	12	41.5	-76.3	tropical storm		40	991	-1998	-1998
              David	1979	9	6	18	43.3	-73.7	extratropical		40	992	-1998	-1998
              David	1979	9	7	0	45	-70	extratropical		45	991	-1998	-1998
              David	1979	9	7	60	46.5	-66	extratropical		50	988	-1998	-1998
              David	1979	9	7	12	47.5	-61.5	extratropical		50	987	-1998	-1998
              David	1979	9	7	18	50	-57	extratropical		55	986	-1998	-1998
              David	1979	9	8	0	52.5	-52.5	extratropical		60	985	-1998	-1998
AL101979	1979	8	25	12	18	-94.5	tropical depression		20	-999	-1998	-1998
AL101979	1979	8	25	18	19	-95	tropical depression		25	-999	-1998	-1998
AL101979	1979	8	26	0	19.4	-95.2	tropical depression		25	-999	-1998	-1998
AL101979	1979	8	26	60	20	-96	tropical depression		30	-999	-1998	-1998
AL101979	1979	8	26	12	20.8	-96	tropical depression		30	-999	-1998	-1998
AL101979	1979	8	26	18	21.8	-96	tropical depression		30	-999	-1998	-1998
AL101979	1979	8	27	0	22.7	-96	tropical depression		30	-999	-1998	-1998
AL101979	1979	8	27	60	23.4	-96	tropical depression		30	-999	-1998	-1998
AL101979	1979	8	27	12	24.2	-96.1	tropical depression		30	-999	-1998	-1998
AL101979	1979	8	27	18	24.9	-96.6	tropical depression		25	-999	-1998	-1998
AL101979	1979	8	28	0	24.7	-97.1	tropical depression		25	-999	-1998	-1998
AL101979	1979	8	28	60	24	-98.5	tropical depression		25	-999	-1998	-1998
AL101979	1979	8	28	12	23.8	-99	tropical depression		-99	-999	-1998	-1998
           Frederic	1979	8	29	60	11	-25.5	tropical depression		25	1009	-1998	-1998
           Frederic	1979	8	29	12	11.1	-28	tropical depression		30	1009	-1998	-1998
           Frederic	1979	8	29	18	11.2	-30.5	tropical depression		30	1008	-1998	-1998
           Frederic	1979	8	30	0	11.3	-32.5	tropical depression		30	1007	-1998	-1998
           Frederic	1979	8	30	60	11.4	-34.2	tropical depression		30	1006	-1998	-1998
           Frederic	1979	8	30	12	11.5	-36	tropical storm		35	1005	-1998	-1998
           Frederic	1979	8	30	18	11.6	-37.8	tropical storm		40	1003	-1998	-1998
           Frederic	1979	8	31	0	11.7	-39.7	tropical storm		45	1000	-1998	-1998
           Frederic	1979	8	31	60	11.8	-41.6	tropical storm		50	997	-1998	-1998
           Frederic	1979	8	31	12	11.9	-43.5	tropical storm		55	994	-1998	-1998
           Frederic	1979	8	31	18	12	-45.1	tropical storm		55	991	-1998	-1998
           Frederic	1979	9	1	0	12.5	-47	tropical storm		60	988	-1998	-1998
           Frederic	1979	9	1	60	12.9	-48.7	hurricane	1	65	987	-1998	-1998
           Frederic	1979	9	1	12	13.3	-50.4	hurricane	1	65	988	-1998	-1998
           Frederic	1979	9	1	18	13.8	-52.3	hurricane	1	65	990	-1998	-1998
           Frederic	1979	9	2	0	14.3	-54.1	tropical storm		60	992	-1998	-1998
           Frederic	1979	9	2	60	14.9	-55.5	tropical storm		60	994	-1998	-1998
           Frederic	1979	9	2	12	15.5	-57.2	tropical storm		60	996	-1998	-1998
           Frederic	1979	9	2	18	16.3	-58.8	tropical storm		55	999	-1998	-1998
           Frederic	1979	9	3	0	16.7	-59.8	tropical storm		55	1002	-1998	-1998
           Frederic	1979	9	3	60	17.1	-60.8	tropical storm		55	1000	-1998	-1998
           Frederic	1979	9	3	12	17.5	-61.8	tropical storm		50	999	-1998	-1998
           Frederic	1979	9	3	18	17.8	-62.8	tropical storm		50	1000	-1998	-1998
           Frederic	1979	9	4	0	18	-63.8	tropical storm		50	1002	-1998	-1998
           Frederic	1979	9	4	60	18.1	-64.8	tropical storm		45	1003	-1998	-1998
           Frederic	1979	9	4	12	18.1	-65.8	tropical storm		45	1004	-1998	-1998
           Frederic	1979	9	4	18	18.1	-66.8	tropical storm		45	1005	-1998	-1998
           Frederic	1979	9	5	0	18	-67.8	tropical storm		45	1006	-1998	-1998
           Frederic	1979	9	5	60	17.5	-68.7	tropical storm		45	1007	-1998	-1998
           Frederic	1979	9	5	12	17.4	-69.2	tropical storm		40	1008	-1998	-1998
           Frederic	1979	9	5	18	17.8	-69.6	tropical storm		40	1007	-1998	-1998
           Frederic	1979	9	6	0	18.5	-69.9	tropical storm		40	1005	-1998	-1998
           Frederic	1979	9	6	60	19.4	-70.7	tropical storm		35	1005	-1998	-1998
           Frederic	1979	9	6	12	19.9	-71.8	tropical storm		35	1006	-1998	-1998
           Frederic	1979	9	6	18	20	-73	tropical depression		30	1006	-1998	-1998
           Frederic	1979	9	7	0	20.1	-74.5	tropical depression		30	1006	-1998	-1998
           Frederic	1979	9	7	60	20.3	-75.8	tropical depression		25	1006	-1998	-1998
           Frederic	1979	9	7	12	20.6	-77	tropical depression		25	1005	-1998	-1998
           Frederic	1979	9	7	18	20.9	-78	tropical depression		25	1004	-1998	-1998
           Frederic	1979	9	8	0	21.1	-78.7	tropical depression		30	1003	-1998	-1998
           Frederic	1979	9	8	60	21.3	-79.3	tropical depression		30	1003	-1998	-1998
           Frederic	1979	9	8	12	21.5	-79.8	tropical depression		30	1002	-1998	-1998
           Frederic	1979	9	8	18	21.6	-80.5	tropical depression		30	1002	-1998	-1998
           Frederic	1979	9	9	0	21.7	-81	tropical storm		35	1001	-1998	-1998
           Frederic	1979	9	9	60	21.8	-81.5	tropical storm		40	1000	-1998	-1998
           Frederic	1979	9	9	12	21.9	-82	tropical storm		45	999	-1998	-1998
           Frederic	1979	9	9	18	22	-82.5	tropical storm		50	997	-1998	-1998
           Frederic	1979	9	10	0	22.4	-83	tropical storm		55	995	-1998	-1998
           Frederic	1979	9	10	60	22.7	-83.3	tropical storm		60	992	-1998	-1998
           Frederic	1979	9	10	12	22.8	-83.6	hurricane	1	65	990	-1998	-1998
           Frederic	1979	9	10	18	23	-83.8	hurricane	1	70	987	-1998	-1998
           Frederic	1979	9	11	0	23.3	-84	hurricane	1	75	985	-1998	-1998
           Frederic	1979	9	11	60	23.8	-84.4	hurricane	1	80	983	-1998	-1998
           Frederic	1979	9	11	12	24.4	-84.8	hurricane	2	85	980	-1998	-1998
           Frederic	1979	9	11	18	25	-85.2	hurricane	2	95	968	-1998	-1998
           Frederic	1979	9	12	0	25.7	-85.8	hurricane	3	100	960	-1998	-1998
           Frederic	1979	9	12	60	26.5	-86.4	hurricane	3	110	952	-1998	-1998
           Frederic	1979	9	12	12	27.4	-87	hurricane	4	115	943	-1998	-1998
           Frederic	1979	9	12	18	28.4	-87.7	hurricane	4	115	950	-1998	-1998
           Frederic	1979	9	13	0	29.7	-88	hurricane	4	115	946	-1998	-1998
           Frederic	1979	9	13	60	30.8	-88.5	hurricane	2	95	955	-1998	-1998
           Frederic	1979	9	13	12	32.2	-88.7	hurricane	1	65	975	-1998	-1998
           Frederic	1979	9	13	18	34	-88	tropical storm		45	985	-1998	-1998
           Frederic	1979	9	14	0	35.2	-87	tropical storm		40	990	-1998	-1998
           Frederic	1979	9	14	60	37	-84.5	tropical storm		35	996	-1998	-1998
           Frederic	1979	9	14	12	39.5	-81	tropical storm		35	997	-1998	-1998
           Frederic	1979	9	14	18	42.5	-76	extratropical		30	998	-1998	-1998
           Frederic	1979	9	15	0	48	-68	extratropical		30	988	-1998	-1998
              Elena	1979	8	30	0	25.5	-89.1	tropical depression		25	1008	-1998	-1998
              Elena	1979	8	30	60	26	-89.9	tropical depression		25	1008	-1998	-1998
              Elena	1979	8	30	12	26.4	-90.7	tropical depression		30	1007	-1998	-1998
              Elena	1979	8	30	18	26.8	-91.8	tropical storm		35	1006	-1998	-1998
              Elena	1979	8	31	0	26.5	-93	tropical storm		35	1004	-1998	-1998
              Elena	1979	8	31	60	26.8	-93.8	tropical storm		35	1006	-1998	-1998
              Elena	1979	8	31	12	27	-94.2	tropical storm		35	1008	-1998	-1998
              Elena	1979	8	31	18	27.3	-94.7	tropical storm		35	1008	-1998	-1998
              Elena	1979	9	1	0	27.6	-95.1	tropical storm		35	1008	-1998	-1998
              Elena	1979	9	1	60	27.9	-95.5	tropical storm		35	1008	-1998	-1998
              Elena	1979	9	1	12	28.5	-95.8	tropical storm		35	1008	-1998	-1998
              Elena	1979	9	1	18	29	-95.8	tropical depression		30	1008	-1998	-1998
              Elena	1979	9	2	0	29.6	-95.8	tropical depression		25	1008	-1998	-1998
AL131979	1979	9	1	12	19.9	-22	tropical depression		20	-999	-1998	-1998
AL131979	1979	9	1	18	20.4	-23	tropical depression		25	-999	-1998	-1998
AL131979	1979	9	2	0	20.8	-23.6	tropical depression		25	-999	-1998	-1998
AL131979	1979	9	2	60	21.2	-26	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	2	12	22	-27.3	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	2	18	22.2	-28.7	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	3	0	23	-30	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	3	60	23.3	-31.8	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	3	12	23.9	-33.2	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	3	18	24.9	-34.9	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	4	0	26	-36.5	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	4	60	27.2	-37.8	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	4	12	28.7	-39	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	4	18	30.1	-39.5	tropical depression		30	-999	-1998	-1998
AL131979	1979	9	5	0	31.5	-39.8	tropical depression		25	-999	-1998	-1998
AL131979	1979	9	5	60	32.9	-39.5	tropical depression		25	-999	-1998	-1998
AL131979	1979	9	5	12	34	-39	tropical depression		25	-999	-1998	-1998
AL131979	1979	9	5	18	35.3	-38.5	tropical depression		25	-999	-1998	-1998
AL131979	1979	9	6	0	36.7	-37.9	tropical depression		25	-999	-1998	-1998
AL131979	1979	9	6	60	37.8	-37	tropical depression		20	-999	-1998	-1998
AL131979	1979	9	6	12	39	-36	tropical depression		20	-999	-1998	-1998
             Gloria	1979	9	4	12	15.5	-21	tropical depression		25	1005	-1998	-1998
             Gloria	1979	9	4	18	16.5	-22.5	tropical depression		25	1004	-1998	-1998
             Gloria	1979	9	5	0	17.5	-24	tropical depression		25	1003	-1998	-1998
             Gloria	1979	9	5	60	18.5	-25.5	tropical depression		25	1002	-1998	-1998
             Gloria	1979	9	5	12	19	-27	tropical depression		30	1002	-1998	-1998
             Gloria	1979	9	5	18	19.8	-28.8	tropical depression		30	1002	-1998	-1998
             Gloria	1979	9	6	0	20.5	-30.3	tropical depression		30	1001	-1998	-1998
             Gloria	1979	9	6	60	21.2	-32	tropical depression		30	1001	-1998	-1998
             Gloria	1979	9	6	12	22	-33.8	tropical storm		35	1000	-1998	-1998
             Gloria	1979	9	6	18	22.5	-35.5	tropical storm		45	998	-1998	-1998
             Gloria	1979	9	7	0	23.2	-36.8	tropical storm		55	995	-1998	-1998
             Gloria	1979	9	7	60	24.4	-37.2	hurricane	1	65	992	-1998	-1998
             Gloria	1979	9	7	12	25.6	-38	hurricane	1	65	990	-1998	-1998
             Gloria	1979	9	7	18	26.4	-38.7	hurricane	1	70	988	-1998	-1998
             Gloria	1979	9	8	0	27	-39.2	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	8	60	27.5	-40	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	8	12	28	-40.3	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	8	18	28.6	-41	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	9	0	29.3	-41.7	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	9	60	29.9	-42.5	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	9	12	30.4	-43.2	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	9	18	31	-44	hurricane	1	70	987	-1998	-1998
             Gloria	1979	9	10	0	31.5	-45	hurricane	1	70	989	-1998	-1998
             Gloria	1979	9	10	60	31.2	-45.8	hurricane	1	65	991	-1998	-1998
             Gloria	1979	9	10	12	31	-46.8	hurricane	1	65	993	-1998	-1998
             Gloria	1979	9	10	18	31.1	-47	tropical storm		60	994	-1998	-1998
             Gloria	1979	9	11	0	31.3	-47.4	tropical storm		55	995	-1998	-1998
             Gloria	1979	9	11	60	31.4	-47.9	tropical storm		55	995	-1998	-1998
             Gloria	1979	9	11	12	31.6	-48.1	tropical storm		60	994	-1998	-1998
             Gloria	1979	9	11	18	31.8	-48.4	hurricane	1	65	992	-1998	-1998
             Gloria	1979	9	12	0	32.2	-48.6	hurricane	1	70	988	-1998	-1998
             Gloria	1979	9	12	60	32.4	-48.6	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	12	12	32.8	-48.3	hurricane	1	80	980	-1998	-1998
             Gloria	1979	9	12	18	33.2	-47.8	hurricane	2	85	975	-1998	-1998
             Gloria	1979	9	13	0	33.9	-47	hurricane	2	85	975	-1998	-1998
             Gloria	1979	9	13	60	34.5	-46	hurricane	2	85	976	-1998	-1998
             Gloria	1979	9	13	12	35	-45	hurricane	2	85	977	-1998	-1998
             Gloria	1979	9	13	18	36	-43.8	hurricane	1	80	978	-1998	-1998
             Gloria	1979	9	14	0	37	-41.5	hurricane	1	80	979	-1998	-1998
             Gloria	1979	9	14	60	38.5	-39.5	hurricane	1	75	980	-1998	-1998
             Gloria	1979	9	14	12	40.2	-37.8	hurricane	1	75	985	-1998	-1998
             Gloria	1979	9	14	18	42	-35.8	hurricane	1	70	988	-1998	-1998
             Gloria	1979	9	15	0	43.4	-34	hurricane	1	65	992	-1998	-1998
             Gloria	1979	9	15	60	45	-32	extratropical		60	994	-1998	-1998
              Henri	1979	9	15	0	20.3	-86.8	tropical depression		25	1003	-1998	-1998
              Henri	1979	9	15	60	21.5	-86.9	tropical depression		25	1003	-1998	-1998
              Henri	1979	9	15	12	22.5	-87.4	tropical depression		30	1003	-1998	-1998
              Henri	1979	9	15	18	22.5	-88.5	tropical depression		30	1003	-1998	-1998
              Henri	1979	9	16	0	22.5	-89.7	tropical depression		30	1003	-1998	-1998
              Henri	1979	9	16	60	22.5	-91	tropical depression		30	1002	-1998	-1998
              Henri	1979	9	16	12	22.1	-92.2	tropical storm		35	1001	-1998	-1998
              Henri	1979	9	16	18	21.3	-93.1	tropical storm		45	999	-1998	-1998
              Henri	1979	9	17	0	20.2	-93.6	tropical storm		55	995	-1998	-1998
              Henri	1979	9	17	60	20.2	-94	hurricane	1	65	990	-1998	-1998
              Henri	1979	9	17	12	20.4	-94.3	hurricane	1	75	983	-1998	-1998
              Henri	1979	9	17	18	20.8	-94.6	hurricane	1	70	984	-1998	-1998
              Henri	1979	9	18	0	20.9	-95	hurricane	1	65	992	-1998	-1998
              Henri	1979	9	18	60	21	-95.4	tropical storm		60	997	-1998	-1998
              Henri	1979	9	18	12	21.2	-95.7	tropical storm		50	1000	-1998	-1998
              Henri	1979	9	18	18	21.6	-95.7	tropical storm		40	1000	-1998	-1998
              Henri	1979	9	19	0	21.5	-95.7	tropical storm		40	1000	-1998	-1998
              Henri	1979	9	19	60	21.3	-95.6	tropical storm		35	1001	-1998	-1998
              Henri	1979	9	19	12	21.1	-95.5	tropical storm		35	1003	-1998	-1998
              Henri	1979	9	19	18	21.1	-95.3	tropical depression		30	1005	-1998	-1998
              Henri	1979	9	20	0	21.1	-94.9	tropical depression		30	1005	-1998	-1998
              Henri	1979	9	20	60	21.1	-94.5	tropical depression		30	1005	-1998	-1998
              Henri	1979	9	20	12	21.2	-94.2	tropical depression		30	1006	-1998	-1998
              Henri	1979	9	20	18	21.2	-93.7	tropical depression		30	1006	-1998	-1998
              Henri	1979	9	21	0	21.4	-93.4	tropical depression		30	1006	-1998	-1998
              Henri	1979	9	21	60	21.7	-93.1	tropical depression		30	1007	-1998	-1998
              Henri	1979	9	21	12	22	-92.7	tropical depression		30	1008	-1998	-1998
              Henri	1979	9	21	18	22.3	-92.3	tropical depression		30	1009	-1998	-1998
              Henri	1979	9	22	0	22.6	-92.1	tropical depression		25	1010	-1998	-1998
              Henri	1979	9	22	60	23	-91.7	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	22	12	23.3	-91.5	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	22	18	23.8	-91	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	23	0	24.3	-90.5	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	23	60	24.8	-90.1	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	23	12	25.3	-89.6	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	23	18	25.4	-88.8	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	24	0	25.6	-88	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	24	60	26	-87.3	tropical depression		20	1011	-1998	-1998
              Henri	1979	9	24	12	26.4	-86.7	extratropical		20	1011	-1998	-1998
AL161979	1979	9	16	12	15.6	-48.5	tropical depression		20	-999	-1998	-1998
AL161979	1979	9	16	18	16.2	-49.2	tropical depression		20	-999	-1998	-1998
